name,gender,slug,quotes_vec,tweet,tweet_link,people_mentioned,date
Hillary Clinton,woman,hillary-clinton,Crooked,"Crooked Hillary will NEVER be able to solve the problems of poverty, education and safety within the African-American &amp; Hispanic communities",https://twitter.com/realDonaldTrump/status/769170204941164544,1,2016-08-26T13:50:42+0000
Hillary Clinton,woman,hillary-clinton,"will NEVER be able to solve the problems of poverty, education and safety","Crooked Hillary will NEVER be able to solve the problems of poverty, education and safety within the African-American &amp; Hispanic communities",https://twitter.com/realDonaldTrump/status/769170204941164544,1,2016-08-26T13:50:42+0000
Hillary Clinton,woman,hillary-clinton,called African-American youth “SUPER PREDATORS”,"How quickly people forget that Crooked Hillary called African-American youth ""SUPER PREDATORS"" - Has she apologized?",https://twitter.com/realDonaldTrump/status/769221405820923905,1,2016-08-26T17:14:09+0000
Hillary Clinton,woman,hillary-clinton,Crooked,"I think that both candidates, Crooked Hillary and myself, should release detailed medical records. I have no problem in doing so! Hillary?",https://twitter.com/realDonaldTrump/status/770039317142069248,1,2016-08-28T23:24:14+0000
Hillary Clinton,woman,hillary-clinton,Crooked,"Does anyone know that Crooked Hillary, who tried so hard, was unable to pass the Bar Exams in Washington D.C. She was forced to go elsewhere",https://twitter.com/realDonaldTrump/status/770250409843777536,1,2016-08-29T13:23:02+0000
Hillary Clinton,woman,hillary-clinton,Crooked,"Crooked Hillary's brainpower is highly overrated.Probably why her decision making is so bad or, as stated by Bernie S, she has BAD JUDGEMENT",https://twitter.com/realDonaldTrump/status/770252177512230912,1,2016-08-29T13:30:04+0000
Hillary Clinton,woman,hillary-clinton,"brainpower is highly overrated,  decision making is so bad","Crooked Hillary's brainpower is highly overrated.Probably why her decision making is so bad or, as stated by Bernie S, she has BAD JUDGEMENT",https://twitter.com/realDonaldTrump/status/770252177512230912,1,2016-08-29T13:30:04+0000
Hillary Clinton,woman,hillary-clinton,has BAD JUDGEMENT,"Crooked Hillary's brainpower is highly overrated.Probably why her decision making is so bad or, as stated by Bernie S, she has BAD JUDGEMENT",https://twitter.com/realDonaldTrump/status/770252177512230912,1,2016-08-29T13:30:04+0000
Hillary Clinton,woman,hillary-clinton,Crooked,#CrookedHillary https://t.co/vXhcC8PaPy,https://twitter.com/realDonaldTrump/status/770330631783972868,1,2016-08-29T18:41:49+0000
Hillary Clinton,woman,hillary-clinton,doesn't have the drive or stamina to MAKE AMERICA GREAT AGAIN!,"Hillary Clinton didn't go to Louisiana, and now she didn't go to Mexico. She doesn't have the drive or stamina to MAKE AMERICA GREAT AGAIN!",https://twitter.com/realDonaldTrump/status/771145576381427712,1,2016-09-01T00:40:07+0000
Hillary Clinton,woman,hillary-clinton,doesn't have the strength or the stamina to MAKE AMERICA GREAT AGAIN!,"Hillary Clinton doesn't have the strength or the stamina to MAKE AMERICA GREAT AGAIN! #AmericaFirst
 https://t.co/G1MuLrjhW9",https://twitter.com/realDonaldTrump/status/771212706275741696,1,2016-09-01T05:06:52+0000
Hillary Clinton,woman,hillary-clinton,Crooked,".@CNN is so disgusting in their bias, but they are having a hard time promoting Crooked Hillary in light of the new e-mail scandals.",https://twitter.com/realDonaldTrump/status/772171469476552704,1,2016-09-03T20:36:39+0000
Hillary Clinton,woman,hillary-clinton,Crooked,"Wow, the failing @nytimes has not reported properly on Crooked's FBI release. They are at the back of the pack - no longer a credible source",https://twitter.com/realDonaldTrump/status/772417922279043073,1,2016-09-04T12:55:58+0000
Hillary Clinton,woman,hillary-clinton,Crooked,Crooked Hillary's V.P. pick said this morning that I was not aware that Russia took over Crimea. A total lie - and taken over during O term!,https://twitter.com/realDonaldTrump/status/772465330740404225,1,2016-09-04T16:04:21+0000
Hillary Clinton,woman,hillary-clinton,Crooked,The polls are close so Crooked Hillary is getting out of bed and will campaign tomorrow.Why did she hammer 13 devices and acid-wash e-mails?,https://twitter.com/realDonaldTrump/status/772574369633763329,1,2016-09-04T23:17:38+0000
Hillary Clinton,woman,hillary-clinton,Lyin',"Lyin' Hillary Clinton told the FBI that she did not know the ""C"" markings on documents stood for CLASSIFIED. How can this be happening?",https://twitter.com/realDonaldTrump/status/772582467601588224,1,2016-09-04T23:49:48+0000
Hillary Clinton,woman,hillary-clinton,just gave a disastrous news conference,Hillary just gave a disastrous news conference on the tarmac to make up for poor performance last night. She's being decimated by the media!,https://twitter.com/realDonaldTrump/status/773903163296473088,1,2016-09-08T15:17:47+0000
