"insult_slugs","quotes_vec","tweet","tweet_link","people_mentioned","date"
"katy-tur","incorrect story","@Maddow, you copied incompetent @KatyTurNBC incorrect story. I'm sure you would like to apologize to me on show. Thank you for the courtesy.","https://twitter.com/realDonaldTrump/status/673300588654927872","1","2015-12-06T00:39:04+0000"
"jennifer-rubin","one of the dumber bloggers",".@JRubinBlogger one of the dumber bloggers @washingtonpost only writes purposely inaccurate pieces on me. She is in love with Marco Rubio?","https://twitter.com/realDonaldTrump/status/672877439400460290","1","2015-12-04T20:37:37+0000"
"jennifer-rubin","in love with Marco Rubio?",".@JRubinBlogger one of the dumber bloggers @washingtonpost only writes purposely inaccurate pieces on me. She is in love with Marco Rubio?","https://twitter.com/realDonaldTrump/status/672877439400460290","1","2015-12-04T20:37:37+0000"
"cheri-jacobus","virtually incompetent","The virtually incompetent Republican Strategist who has had a failed career, Cheri Jacobus, is incoherent with anger that her puppets died!","https://twitter.com/realDonaldTrump/status/672792662865506305","1","2015-12-04T15:00:45+0000"
"cheri-jacobus","failed career","The virtually incompetent Republican Strategist who has had a failed career, Cheri Jacobus, is incoherent with anger that her puppets died!","https://twitter.com/realDonaldTrump/status/672792662865506305","1","2015-12-04T15:00:45+0000"
"cheri-jacobus","incoherent with anger","The virtually incompetent Republican Strategist who has had a failed career, Cheri Jacobus, is incoherent with anger that her puppets died!","https://twitter.com/realDonaldTrump/status/672792662865506305","1","2015-12-04T15:00:45+0000"
"cheri-jacobus","went hostile","Great job on @donlemon tonight @kayleighmcenany @cherijacobus begged us for a job. We said no and she went hostile. A real dummy! @CNN","http://twitter.com/realDonaldTrump/status/694750254378422272","1","2016-02-03T05:12:23"
"cheri-jacobus","a real dummy","Great job on @donlemon tonight @kayleighmcenany @cherijacobus begged us for a job. We said no and she went hostile. A real dummy! @CNN","http://twitter.com/realDonaldTrump/status/694750254378422272","1","2016-02-03T05:12:23"
"cheri-jacobus","really dumb","Really dumb @CheriJacobus. Begged my people for a job. Turned her down twice and she went hostile. Major loser, zero credibility!","https://twitter.com/realDonaldTrump/status/695789403374014464","1","2016-02-06T02:01:35+0000"
"cheri-jacobus","Begged my people for a job","Really dumb @CheriJacobus. Begged my people for a job. Turned her down twice and she went hostile. Major loser, zero credibility!","https://twitter.com/realDonaldTrump/status/695789403374014464","1","2016-02-06T02:01:35+0000"
"cheri-jacobus","Major loser, zero credibility!","Really dumb @CheriJacobus. Begged my people for a job. Turned her down twice and she went hostile. Major loser, zero credibility!","https://twitter.com/realDonaldTrump/status/695789403374014464","1","2016-02-06T02:01:35+0000"
"ben-schreckenger","major lightweight with no credibility","Why can't @Politico get better reporters than Ben Schreckenger? Guy is a major lightweight with no credibility. So dishonest!","https://twitter.com/realDonaldTrump/status/672457707912302594","1","2015-12-03T16:49:45+0000"
"ben-schreckenger","so dishonest","Why can't @Politico get better reporters than Ben Schreckenger? Guy is a major lightweight with no credibility. So dishonest!","https://twitter.com/realDonaldTrump/status/672457707912302594","1","2015-12-03T16:49:45+0000"
"the-republican-establishment","out of self preservation, is concerned w/ my high poll #s","The Republican establishment, out of self preservation, is concerned w/ my high poll #'s. More concerned are Dems—I beat Hillary heads up!","https://twitter.com/realDonaldTrump/status/671348849647198208","1","2015-11-30T15:23:33+0000"
"the-republican-establishment","failing","We cannot let the failing REPUBLICAN ESTABLISHMENT, who could not stop Obama (twice), ruin the MOVEMENT with millions of $'s in false ads!","https://twitter.com/realDonaldTrump/status/706827555622547456","1","2016-03-07T13:03:16+0000"
"the-republican-establishment","could not stop Obama (twice)","We cannot let the failing REPUBLICAN ESTABLISHMENT, who could not stop Obama (twice), ruin the MOVEMENT with millions of $'s in false ads!","https://twitter.com/realDonaldTrump/status/706827555622547456","1","2016-03-07T13:03:16+0000"
"the-republican-establishment","Dishonest","Don't believe the millions of dollars of phony television ads by lightweight Rubio and the R establishment. Dishonest people!","https://twitter.com/realDonaldTrump/status/706884676263276544","1","2016-03-07T16:50:14+0000"
"serge-kovaleski","pulled-back from his 14 year old never retracted story","The reporter who pulled-back from his 14 year old never retracted story is having fun. I don't know what he looks like and don't know him!","https://twitter.com/realDonaldTrump/status/670611222342074368","1","2015-11-28T14:32:29+0000"
"serge-kovaleski","having fun.","The reporter who pulled-back from his 14 year old never retracted story is having fun. I don't know what he looks like and don't know him!","https://twitter.com/realDonaldTrump/status/670611222342074368","1","2015-11-28T14:32:29+0000"
"the-new-york-times","failing","The failing @nytimes should be focused on good reporting and the papers financial survival and not with constant hits on Donald Trump!","https://twitter.com/realDonaldTrump/status/669687491100844032","1","2015-11-26T01:21:54+0000"
"the-new-york-times","should be focused on good reporting and the papers financial survival","The failing @nytimes should be focused on good reporting and the papers financial survival and not with constant hits on Donald Trump!","https://twitter.com/realDonaldTrump/status/669687491100844032","1","2015-11-26T01:21:54+0000"
"the-new-york-times","poorly run and managed","The @nytimes is so poorly run and managed that other family members are looking to take over control. With unfunded liabilities-big trouble!","https://twitter.com/realDonaldTrump/status/669689398112460800","1","2015-11-26T01:29:29+0000"
"the-new-york-times","dopes","The dopes at the @nytimes bought the Boston Globe for $1.3 billion and sold it for $1.00. Their great old headquarters-gave it away! So dumb","https://twitter.com/realDonaldTrump/status/669690995857080320","1","2015-11-26T01:35:50+0000"
"the-new-york-times","made all bad decisions over the last decade","So, since the people at the @nytimes have made all bad decisions over the last decade, why do people care what they write. Incompetent!","https://twitter.com/realDonaldTrump/status/669692360465514496","1","2015-11-26T01:41:15+0000"
"the-new-york-times","incompetent","So, since the people at the @nytimes have made all bad decisions over the last decade, why do people care what they write. Incompetent!","https://twitter.com/realDonaldTrump/status/669692360465514496","1","2015-11-26T01:41:15+0000"
"the-new-york-times","big help will be needed fast","The numbers at the @nytimes are so dismal, especially advertising revenue, that big help will be needed fast. A once great institution-SAD!","https://twitter.com/realDonaldTrump/status/669694813005094912","1","2015-11-26T01:51:00+0000"
"the-new-york-times","SAD!","The numbers at the @nytimes are so dismal, especially advertising revenue, that big help will be needed fast. A once great institution-SAD!","https://twitter.com/realDonaldTrump/status/669694813005094912","1","2015-11-26T01:51:00+0000"
"the-new-york-times","should focus on fair and balanced reporting","The failing @nytimes should focus on fair and balanced reporting rather than constant hit jobs on me. Yesterday 3 boring articles, today2!","https://twitter.com/realDonaldTrump/status/669995673945808896","1","2015-11-26T21:46:31+0000"
"the-new-york-times","boring articles","The failing @nytimes should focus on fair and balanced reporting rather than constant hit jobs on me. Yesterday 3 boring articles, today2!","https://twitter.com/realDonaldTrump/status/669995673945808896","1","2015-11-26T21:46:31+0000"
"the-new-york-times","change your false story","Just released @CNN Poll gives me a big 13 point lead in Iowa. Change your false story failing @nytimes. Thank you Iowa!","https://twitter.com/realDonaldTrump/status/674066482322649089","1","2015-12-08T03:22:27+0000"
"the-new-york-times","failing","Just released @CNN Poll gives me a big 13 point lead in Iowa. Change your false story failing @nytimes. Thank you Iowa!","https://twitter.com/realDonaldTrump/status/674066482322649089","1","2015-12-08T03:22:27+0000"
"the-new-york-times","allows dishonest writers to totally fabricate stories","Really disgusting that the failing New York Times allows dishonest writers to totally fabricate stories.","http://twitter.com/realDonaldTrump/status/689458468835569664","1","2016-01-19T14:44:43"
"the-new-york-times","failing","Really disgusting that the failing New York Times allows dishonest writers to totally fabricate stories.","http://twitter.com/realDonaldTrump/status/689458468835569664","1","2016-01-19T14:44:43"
"the-new-york-times","failing","The failing @nytimes is truly one of the worst newspapers. They knowingly write lies and never even call to fact check. Really bad people!","https://twitter.com/realDonaldTrump/status/709089928324489216","1","2016-03-13T18:53:07+0000"
"the-new-york-times","truly one of the worst newspapers","The failing @nytimes is truly one of the worst newspapers. They knowingly write lies and never even call to fact check. Really bad people!","https://twitter.com/realDonaldTrump/status/709089928324489216","1","2016-03-13T18:53:07+0000"
"the-new-york-times","They knowingly write lies","The failing @nytimes is truly one of the worst newspapers. They knowingly write lies and never even call to fact check. Really bad people!","https://twitter.com/realDonaldTrump/status/709089928324489216","1","2016-03-13T18:53:07+0000"
"the-new-york-times","never even call to fact check","The failing @nytimes is truly one of the worst newspapers. They knowingly write lies and never even call to fact check. Really bad people!","https://twitter.com/realDonaldTrump/status/709089928324489216","1","2016-03-13T18:53:07+0000"
"the-new-york-times","Really bad people!","The failing @nytimes is truly one of the worst newspapers. They knowingly write lies and never even call to fact check. Really bad people!","https://twitter.com/realDonaldTrump/status/709089928324489216","1","2016-03-13T18:53:07+0000"
"the-new-york-times","failing","Remember when I recently said that Brussels is a ""hell hole"" and a mess and the failing @nytimes wrote a critical article. I was so right!","https://twitter.com/realDonaldTrump/status/713006944047534081","1","2016-03-24T14:17:57+0000"
"the-new-york-times","covers me so inaccurately","The @nytimes purposely covers me so inaccurately. I want other nations to pay the U.S. for our defense of them. We are the suckers-no more!","https://twitter.com/realDonaldTrump/status/719158083684069376","1","2016-04-10T13:40:23+0000"
"the-new-york-times","a seriously failing paper","I am happy to hear how badly the @nytimes is doing. It is a seriously failing paper with readership which is way down. Becoming irrelevant!","https://twitter.com/realDonaldTrump/status/724409389570994176","1","2016-04-25T01:27:12+0000"
"the-new-york-times","Becoming irrelevant!","I am happy to hear how badly the @nytimes is doing. It is a seriously failing paper with readership which is way down. Becoming irrelevant!","https://twitter.com/realDonaldTrump/status/724409389570994176","1","2016-04-25T01:27:12+0000"
"the-new-york-times","bad","How bad is the New York Times—the most inaccurate coverage constantly. Always trying to belittle. Paper has lost its way!","https://twitter.com/realDonaldTrump/status/725017409132855296","1","2016-04-26T17:43:15+0000"
"the-new-york-times","the most inaccurate coverage constantly","How bad is the New York Times—the most inaccurate coverage constantly. Always trying to belittle. Paper has lost its way!","https://twitter.com/realDonaldTrump/status/725017409132855296","1","2016-04-26T17:43:15+0000"
"the-new-york-times","Always trying to belittle","How bad is the New York Times—the most inaccurate coverage constantly. Always trying to belittle. Paper has lost its way!","https://twitter.com/realDonaldTrump/status/725017409132855296","1","2016-04-26T17:43:15+0000"
"the-new-york-times","has lost its way!","How bad is the New York Times—the most inaccurate coverage constantly. Always trying to belittle. Paper has lost its way!","https://twitter.com/realDonaldTrump/status/725017409132855296","1","2016-04-26T17:43:15+0000"
"the-new-york-times","failing","The failing @nytimes wrote yet another hit piece on me. All are impressed with how nicely I have treated women, they found nothing. A joke!","https://twitter.com/realDonaldTrump/status/731800205188796419","1","2016-05-15T10:55:39+0000"
"the-new-york-times","wrote yet another hit piece on me","The failing @nytimes wrote yet another hit piece on me. All are impressed with how nicely I have treated women, they found nothing. A joke!","https://twitter.com/realDonaldTrump/status/731800205188796419","1","2016-05-15T10:55:39+0000"
"the-new-york-times","A joke!","The failing @nytimes wrote yet another hit piece on me. All are impressed with how nicely I have treated women, they found nothing. A joke!","https://twitter.com/realDonaldTrump/status/731800205188796419","1","2016-05-15T10:55:39+0000"
"the-new-york-times","Everyone is laughing at the @nytimes for the lame hit piece they did on me and women","Everyone is laughing at the @nytimes for the lame hit piece they did on me and women.I gave them many names of women I helped-refused to use","https://twitter.com/realDonaldTrump/status/731804642368212992","1","2016-05-15T11:13:17+0000"
"the-new-york-times","failing","Why doesn't the failing @nytimes write the real story on the Clintons and women? The media is TOTALLY dishonest!","https://twitter.com/realDonaldTrump/status/731809410578808832","1","2016-05-15T11:32:14+0000"
"the-new-york-times","Wow, I have had so many calls from high ranking people laughing at the stupidity of the failing @nytimes piece","Wow, I have had so many calls from high ranking people laughing at the stupidity of the failing @nytimes piece. Massive front page for that!","https://twitter.com/realDonaldTrump/status/731923681522397184","1","2016-05-15T19:06:18+0000"
"the-new-york-times","failing","Why did the failing @nytimes refuse to use any of the names given to them that I was so proud to have helped with their careers. DISHONEST!","https://twitter.com/realDonaldTrump/status/731924988060651520","1","2016-05-15T19:11:30+0000"
"the-new-york-times","DISHONEST!","Why did the failing @nytimes refuse to use any of the names given to them that I was so proud to have helped with their careers. DISHONEST!","https://twitter.com/realDonaldTrump/status/731924988060651520","1","2016-05-15T19:11:30+0000"
"the-new-york-times","totally dishonest","That was an amazing interview on @foxandfriends - I hope the rest of the media picks it up to show how totally dishonest the @nytimes is!","https://twitter.com/realDonaldTrump/status/732163930236260352","1","2016-05-16T11:00:58+0000"
"the-new-york-times","so dishonest","The @nytimes is so dishonest. Their hit piece cover story on me yesterday was just blown up by Rowanne Brewer, who said it was a lie!","https://twitter.com/realDonaldTrump/status/732196260636151808","1","2016-05-16T13:09:26+0000"
"the-new-york-times","failing","With the coming forward today of the woman central to the failing @nytimes hit piece on me, we have exposed the article as a fraud!","https://twitter.com/realDonaldTrump/status/732230384071680001","1","2016-05-16T15:25:02+0000"
"the-new-york-times","a fraud!","With the coming forward today of the woman central to the failing @nytimes hit piece on me, we have exposed the article as a fraud!","https://twitter.com/realDonaldTrump/status/732230384071680001","1","2016-05-16T15:25:02+0000"
"the-new-york-times","failing","Rowanne Brewer, the most prominently depicted woman in the failing @nytimes story yesterday joined @foxandfriends. 
 https://t.co/qkK3LJPoQQ","https://twitter.com/realDonaldTrump/status/732327433957953537","1","2016-05-16T21:50:40+0000"
"the-new-york-times","failing","The failing @nytimes is greatly embarrassed by the totally dishonest story they did on my relationship with women.","https://twitter.com/realDonaldTrump/status/732333025325928448","1","2016-05-16T22:12:53+0000"
"the-new-york-times","totally dishonest","The failing @nytimes is greatly embarrassed by the totally dishonest story they did on my relationship with women.","https://twitter.com/realDonaldTrump/status/732333025325928448","1","2016-05-16T22:12:53+0000"
"the-new-york-times","failing","No wonder the @nytimes is failing—who can believe what they write after the false, malicious &amp; libelous story they did on me.","https://twitter.com/realDonaldTrump/status/732333137326444544","1","2016-05-16T22:13:20+0000"
"the-new-york-times","false, malicious & libelous","No wonder the @nytimes is failing—who can believe what they write after the false, malicious &amp; libelous story they did on me.","https://twitter.com/realDonaldTrump/status/732333137326444544","1","2016-05-16T22:13:20+0000"
"the-new-york-times","has become a joke!","Some low-life journalist claims that I ""made a pass"" at her 29 years ago. Never happened! Like the @nytimes story which has become a joke!","https://twitter.com/realDonaldTrump/status/733113480207798272","1","2016-05-19T01:54:08+0000"
"the-new-york-times","a disgusting fraud","How quality a woman is Rowanne Brewer Lane to have exposed the @nytimes as a disgusting fraud? Thank you Rowanne.","https://twitter.com/realDonaldTrump/status/733348895615528960","1","2016-05-19T17:29:36+0000"
"the-new-york-times","Failing","Failing @NYTimes will always take a good story about me and make it bad. Every article is unfair and biased. Very sad!","https://twitter.com/realDonaldTrump/status/733691591198703616","1","2016-05-20T16:11:21+0000"
"the-new-york-times","will always take a good story about me and make it bad","Failing @NYTimes will always take a good story about me and make it bad. Every article is unfair and biased. Very sad!","https://twitter.com/realDonaldTrump/status/733691591198703616","1","2016-05-20T16:11:21+0000"
"the-new-york-times","Every article is unfair and biased","Failing @NYTimes will always take a good story about me and make it bad. Every article is unfair and biased. Very sad!","https://twitter.com/realDonaldTrump/status/733691591198703616","1","2016-05-20T16:11:21+0000"
"the-new-york-times","Very sad!","Failing @NYTimes will always take a good story about me and make it bad. Every article is unfair and biased. Very sad!","https://twitter.com/realDonaldTrump/status/733691591198703616","1","2016-05-20T16:11:21+0000"
"the-new-york-times","failing","Thank you @DailyMail- for setting the failing @NYTimes story straight. This is what the NYT's should have written! 
 https://t.co/Feb6dhctQo","https://twitter.com/realDonaldTrump/status/735213812484345857","1","2016-05-24T21:00:07+0000"
"the-new-york-times","failing","The failing @nytimes wrote a story about my management style &amp; that I don't have many people. I have 73, Hillary has 800- &amp; I'm beating her.","https://twitter.com/realDonaldTrump/status/736655375911530498","1","2016-05-28T20:28:22+0000"
"the-new-york-times","failing","I am always on the front page of the failing @nytimes, but when I won the GOP nomination, I'm in the back of the paper. Very dishonest!","https://twitter.com/realDonaldTrump/status/736655485814857728","1","2016-05-28T20:28:48+0000"
"the-new-york-times","Very dishonest!","I am always on the front page of the failing @nytimes, but when I won the GOP nomination, I'm in the back of the paper. Very dishonest!","https://twitter.com/realDonaldTrump/status/736655485814857728","1","2016-05-28T20:28:48+0000"
"frank-vandersloot","Last victim was Mitt Romney - see how that turned out.","What is Frank VanderSloot getting for agreeing to back Marco Rubio? Last victim was Mitt Romney - see how that turned out.","https://twitter.com/realDonaldTrump/status/669275236160954372","1","2015-11-24T22:03:45+0000"
"republican-party","getting ready to treat me unfairly",".@WSJ reports that @GOP getting ready to treat me unfairly—big spending planned against me. That wasn’t the deal!","https://twitter.com/realDonaldTrump/status/668875808585465856","1","2015-11-23T19:36:34+0000"
"bobby-jindal","spent $1,000 to register in New Hampshire & dropped out the next day. Such a waste!","To show you how politicians act, Bobby Jindal spent $1,000 to register in New Hampshire &amp; dropped out the next day. Such a waste!","https://twitter.com/realDonaldTrump/status/668075223443447808","1","2015-11-21T14:35:20+0000"
"bill-deblasio","probably the worst Mayor in the history of #NYC","Can you believe the worst Mayor in the U.S., &amp; probably the worst Mayor in the history of #NYC, @BilldeBlasio, just called me a blow hard!","https://twitter.com/realDonaldTrump/status/667797935686557696","1","2015-11-20T20:13:29+0000"
"bill-deblasio","his ineptitude",".@BilldeBlasio should focus on running #NYC &amp; all of the problems that he has caused with his ineptitude, &amp; not be so focused on me!","https://twitter.com/realDonaldTrump/status/667798204394700800","1","2015-11-20T20:14:33+0000"
"bill-deblasio","worst mayor in the United States","We're stuck with the worst mayor in the United States. Too bad, but New York City will survive!","https://twitter.com/realDonaldTrump/status/668073641528197120","1","2015-11-21T14:29:03+0000"
"bill-deblasio","the worst mayor in the United States","N.Y.C. has the worst Mayor in the United States. I hate watching what is happening with the dirty streets, the homeless and crime! Disgrace","https://twitter.com/realDonaldTrump/status/673865641892421632","1","2015-12-07T14:04:23+0000"
"bill-deblasio","disgrace","N.Y.C. has the worst Mayor in the United States. I hate watching what is happening with the dirty streets, the homeless and crime! Disgrace","https://twitter.com/realDonaldTrump/status/673865641892421632","1","2015-12-07T14:04:23+0000"
"mary-katharine-ham","isn't smart enough to know what's going on at the border",".@mkhammer, a Fox contributor, isn't smart enough to know what is going on at the border. @TheJuanWilliams made the point far better!","https://twitter.com/realDonaldTrump/status/667719816552296449","1","2015-11-20T15:03:04+0000"
"isis","thugs","The media must immediately stop calling ISIS leaders ""MASTERMINDS."" Call them instead thugs and losers. Young people must not go into ISIS!","https://twitter.com/realDonaldTrump/status/667686386653388800","1","2015-11-20T12:50:14+0000"
"isis","losers","The media must immediately stop calling ISIS leaders ""MASTERMINDS."" Call them instead thugs and losers. Young people must not go into ISIS!","https://twitter.com/realDonaldTrump/status/667686386653388800","1","2015-11-20T12:50:14+0000"
"isis","low-level degenerates","The media must denigrate ISIS at all levels or youth will continue to be drawn to it. These are low level degenerates, NOT masterminds!","https://twitter.com/realDonaldTrump/status/667688972840210432","1","2015-11-20T13:00:30+0000"
"john-kasichs-ad-guy","his proposal was a rip off","John Kasich ad guy wanted to work for me, but his proposal was a rip off – I said NO! Now ripping Kasich.","https://twitter.com/realDonaldTrump/status/667509318170734592","1","2015-11-20T01:06:37+0000"
"obamacare","just the beginning & it's going to get worse","Just the beginning &amp; it is going to get worse. Rates &amp; deductibles are so high nobody is going to be able to use it. https://t.co/iwqLODke50","https://twitter.com/realDonaldTrump/status/667440398948810753","1","2015-11-19T20:32:46+0000"
"associated-press","they have lost their way and are no longer credible","One of the saddest things in journalism is what happened to the formerly great @AP. They have lost their way and are no longer credible.","https://twitter.com/realDonaldTrump/status/666719598935412737","1","2015-11-17T20:48:34+0000"
"associated-press","reporting is terrible & highly inaccurate",".@AP is doing very badly. I can say from experience their reporting is terrible &amp; highly inaccurate. Sadly, they are now irrelevant!","https://twitter.com/realDonaldTrump/status/666719680179085313","1","2015-11-17T20:48:53+0000"
"associated-press","now irrelevant",".@AP is doing very badly. I can say from experience their reporting is terrible &amp; highly inaccurate. Sadly, they are now irrelevant!","https://twitter.com/realDonaldTrump/status/666719680179085313","1","2015-11-17T20:48:53+0000"
"associated-press","Reuters is a far more professional operation","I find that @Reuters is a far more professional operation than @AP.","https://twitter.com/realDonaldTrump/status/668255736758145024","1","2015-11-22T02:32:37+0000"
"associated-press","dishonest reporting",".@AP continues to do extremely dishonest reporting. Always looking for a hit to bring them back into relevancy—ain’t working!","https://twitter.com/realDonaldTrump/status/668827020718161920","1","2015-11-23T16:22:42+0000"
"associated-press","always looking for a hit to bring them back into relevancy—ain't working",".@AP continues to do extremely dishonest reporting. Always looking for a hit to bring them back into relevancy—ain’t working!","https://twitter.com/realDonaldTrump/status/668827020718161920","1","2015-11-23T16:22:42+0000"
"associated-press","false","Despite my great respect for King Abdullah II, I will not be visiting Jordan at this time. This is in response to the false @AP report.","https://twitter.com/realDonaldTrump/status/674382044097449985","1","2015-12-09T00:16:23+0000"
"ronda-rousey","not a nice person!","Glad to see that @RondaRousey lost her championship fight last night. Was soundly beaten - not a nice person!","https://twitter.com/realDonaldTrump/status/666045638245810176","1","2015-11-16T00:10:29+0000"
"graydon-carter","a total loser","I have watched sloppy Graydon Carter fail and close Spy Magazine and now am watching him fail at @VanityFair Magazine. He is a total loser!","https://twitter.com/realDonaldTrump/status/666039755038150656","1","2015-11-15T23:47:06+0000"
"graydon-carter","sloppy","I have watched sloppy Graydon Carter fail and close Spy Magazine and now am watching him fail at @VanityFair Magazine. He is a total loser!","https://twitter.com/realDonaldTrump/status/666039755038150656","1","2015-11-15T23:47:06+0000"
"vanity-fair","has lost almost all of it's former allure",".@VanityFair Magazine is doing really poorly. It has gotten worse and worse over the years, and has lost almost all of it's former allure!","https://twitter.com/realDonaldTrump/status/666037735606657024","1","2015-11-15T23:39:05+0000"
"shephard-smith","so totally biased","Boy is this guy @ShepNewsTeam tough on me. So totally biased. As a reporter, he should be ashamed of himself! #Trump2016","https://twitter.com/realDonaldTrump/status/665286593025036289","1","2015-11-13T21:54:18+0000"
"shephard-smith","should be ashamed of himself","Boy is this guy @ShepNewsTeam tough on me. So totally biased. As a reporter, he should be ashamed of himself! #Trump2016","https://twitter.com/realDonaldTrump/status/665286593025036289","1","2015-11-13T21:54:18+0000"
"ana-navarro","has no talent, no TV persona",".@CNN should listen. Ana Navarro has no talent, no TV persona, and works for Bush—a total conflict of interest. https://t.co/mynTMrdTE9","https://twitter.com/realDonaldTrump/status/663809154922991620","1","2015-11-09T20:03:30+0000"
"chris-stirewalt","one of the dumbest political pundits on television","One of the dumbest political pundits on television is Chris Stirewalt of @FoxNews. Wrong facts - check Fox debate rankings, Trump #1. Dope!","https://twitter.com/realDonaldTrump/status/662862145974108160","1","2015-11-07T05:20:25+0000"
"chris-stirewalt","dope","One of the dumbest political pundits on television is Chris Stirewalt of @FoxNews. Wrong facts - check Fox debate rankings, Trump #1. Dope!","https://twitter.com/realDonaldTrump/status/662862145974108160","1","2015-11-07T05:20:25+0000"
"nytimes-article","such bad reporting","Such bad reporting: A puff piece on Ben Carson in the @nytimes states that Carson ""is trying to solidify his lead."" But I am #1, easily! Sad","https://twitter.com/realDonaldTrump/status/662604464830988288","1","2015-11-06T12:16:29+0000"
"nytimes-article","a puff piece","Such bad reporting: A puff piece on Ben Carson in the @nytimes states that Carson ""is trying to solidify his lead."" But I am #1, easily! Sad","https://twitter.com/realDonaldTrump/status/662604464830988288","1","2015-11-06T12:16:29+0000"
"charles-blow","dishonest reporting",".@CharlesMBlow Why don’t you use new polls instead of the single ancient national poll that was a tiny bit negative. Dishonest reporting!","https://twitter.com/realDonaldTrump/status/661246862029160449","1","2015-11-02T18:21:51+0000"
"john-kasich","wasting time & money","Gov. John Kasich has really failed on the campaign trail. I thought he would have been far more talented. He is just wasting time &amp; money!","https://twitter.com/realDonaldTrump/status/660645187874590720","1","2015-11-01T02:31:01+0000"
"john-kasich","failed campaign & debating skills","Governor Kasich, whose failed campaign &amp; debating skills have brought him way down in the polls, is going to spend $2.5 million against me.","https://twitter.com/realDonaldTrump/status/667508888074190848","1","2015-11-20T01:04:55+0000"
"john-kasich","failed image","John Kasich should focus his special interest money on building up his failed image, not negative ads on me.","https://twitter.com/realDonaldTrump/status/667508977521917952","1","2015-11-20T01:05:16+0000"
"john-kasich","pathetic","John Kasich, despite being Governor of Ohio, is losing to me in the Ohio polls. Pathetic!","https://twitter.com/realDonaldTrump/status/667509055867346944","1","2015-11-20T01:05:35+0000"
"john-kasich","so irrelevant to the race","I want to do negative ads on John Kasich, but he is so irrelevant to the race that I don’t want to waste my money.","https://twitter.com/realDonaldTrump/status/667509134514786308","1","2015-11-20T01:05:54+0000"
"john-kasich","I will sue him just for fun!","Watch Kasich squirm --- if he is not truthful in his negative ads I will sue him just for fun!","https://twitter.com/realDonaldTrump/status/667509177707659264","1","2015-11-20T01:06:04+0000"
"john-kasich","he came in dead last","I loved beating John Kasich in the debates, but it was easy—he came in dead last!","https://twitter.com/realDonaldTrump/status/667509279507615748","1","2015-11-20T01:06:28+0000"
"john-kasich","almost last","Doesn’t help Kasich to do negative ads on me because he still has to go through everyone else - he’s almost last.","https://twitter.com/realDonaldTrump/status/667509367881641984","1","2015-11-20T01:06:49+0000"
"john-kasich","fell right into President Obama's trap on ObamaCare","John Kasich fell right into President Obama’s trap on ObamaCare, and the people of Ohio are suffering for it. Shame!","https://twitter.com/realDonaldTrump/status/667509409120043008","1","2015-11-20T01:06:59+0000"
"john-kasich","total dud","Once John Kasich announced he was running for president, and opened his mouth, people realized he was a complete &amp; total dud!","https://twitter.com/realDonaldTrump/status/667519608505659392","1","2015-11-20T01:47:31+0000"
"john-kasich","total failure","John Kasich was managing director of Lehman Brothers when it crashed, bringing down the world and ruining people's lives. A total failure!","https://twitter.com/realDonaldTrump/status/667521691015319552","1","2015-11-20T01:55:47+0000"
"john-kasich","can't debate","Going to Ohio, home of one of the worst presidential candidates in history--Kasich. Can't debate, loves #ObamaCare--dummy!","https://twitter.com/realDonaldTrump/status/668914875557629953","1","2015-11-23T22:11:48+0000"
"john-kasich","dummy","Going to Ohio, home of one of the worst presidential candidates in history--Kasich. Can't debate, loves #ObamaCare--dummy!","https://twitter.com/realDonaldTrump/status/668914875557629953","1","2015-11-23T22:11:48+0000"
"john-kasich","one of the worst presidential candidates in history","Going to Ohio, home of one of the worst presidential candidates in history--Kasich. Can't debate, loves #ObamaCare--dummy!","https://twitter.com/realDonaldTrump/status/668914875557629953","1","2015-11-23T22:11:48+0000"
"john-kasich","poor","Poor @JohnKasich doesn't have what it takes- https://t.co/ijaxXpe6xT","https://twitter.com/realDonaldTrump/status/673917220121112576","1","2015-12-07T17:29:20+0000"
"john-kasich","doesn't have what it takes","Poor @JohnKasich doesn't have what it takes- https://t.co/ijaxXpe6xT","https://twitter.com/realDonaldTrump/status/673917220121112576","1","2015-12-07T17:29:20+0000"
"john-kasich","Absentee Governor","Absentee Governor Kasich voted for NAFTA and NAFTA devastated Ohio - a disaster from which it never recovered. Kasich is good for Mexico!","https://twitter.com/realDonaldTrump/status/708647560399949825","1","2016-03-12T13:35:19+0000"
"john-kasich","good for Mexico!","Absentee Governor Kasich voted for NAFTA and NAFTA devastated Ohio - a disaster from which it never recovered. Kasich is good for Mexico!","https://twitter.com/realDonaldTrump/status/708647560399949825","1","2016-03-12T13:35:19+0000"
"john-kasich","bought and paid for by lobbyists!","Please remember, I am the ONLY candidate who is self-funding his campaign. Kasich, Rubio and Cruz are all bought and paid for by lobbyists!","https://twitter.com/realDonaldTrump/status/709690378778230785","1","2016-03-15T10:39:06+0000"
"john-kasich","only looks O.K. in polls against Hillary because nobody views him as a threat and therefore have placed ZERO negative ads against him","Kasich only looks O.K. in polls against Hillary because nobody views him as a threat and therefore have placed ZERO negative ads against him","https://twitter.com/realDonaldTrump/status/722017428520243201","1","2016-04-18T11:02:24+0000"
