"insult_slugs","quotes_vec","tweet","tweet_link","people_mentioned","date"
"politico","Losing too much money. Great news!","Rumor has it that @politico is going out of business. Losing too much money. Great news! Likewise, dopey Mort Zuckerman's @NYDailyNews","https://twitter.com/realDonaldTrump/status/708390521023008769","1","2016-03-11T20:33:56+0000"
"politico","in total disarray","Wow, @Politico is in total disarray 
 with almost everybody quitting. Good
 news -- bad, dishonest journalists! https://t.co/xTvGLDXY5O","https://twitter.com/realDonaldTrump/status/717433113882787840","1","2016-04-05T19:25:58+0000"
"politico","almost everybody quitting","Wow, @Politico is in total disarray 
 with almost everybody quitting. Good
 news -- bad, dishonest journalists! https://t.co/xTvGLDXY5O","https://twitter.com/realDonaldTrump/status/717433113882787840","1","2016-04-05T19:25:58+0000"
"politico","bad, dishonest journlists","Wow, @Politico is in total disarray 
 with almost everybody quitting. Good
 news -- bad, dishonest journalists! https://t.co/xTvGLDXY5O","https://twitter.com/realDonaldTrump/status/717433113882787840","1","2016-04-05T19:25:58+0000"
"jonathan-martin","dishonest","Dishonest @nytimes reporter Jonathan Martin refused to acknowledge massive crowd surge forward… https://t.co/9Emtq4NdbZ","https://twitter.com/realDonaldTrump/status/647091959916556289","1","2015-09-24T16:55:20+0000"
"jonathan-martin","not good reporting","Would be nice if @jmartNYT learned how to read the polls before writing his next story. Probably done on purpose, but not good reporting!","https://twitter.com/realDonaldTrump/status/662783390538665984","1","2015-11-07T00:07:28+0000"
"jonathan-martin","would be nice if @jmartNYT learned how to read the polls before writing his next story","Would be nice if @jmartNYT learned how to read the polls before writing his next story. Probably done on purpose, but not good reporting!","https://twitter.com/realDonaldTrump/status/662783390538665984","1","2015-11-07T00:07:28+0000"
"rich-lowry","incompetent","Incompetent @RichLowry lost it tonight on @FoxNews. He should not be allowed on TV and the FCC should fine him!","https://twitter.com/realDonaldTrump/status/646857054691414016","1","2015-09-24T01:21:54+0000"
"rich-lowry","should not be allowed on TV","Incompetent @RichLowry lost it tonight on @FoxNews. He should not be allowed on TV and the FCC should fine him!","https://twitter.com/realDonaldTrump/status/646857054691414016","1","2015-09-24T01:21:54+0000"
"rich-lowry","clueless",".@FoxNews owes me an apology for allowing clueless pundit @RichLowry to use such foul language on TV. Unheard of!","https://twitter.com/realDonaldTrump/status/646857325240827904","1","2015-09-24T01:22:59+0000"
"marco-rubio","worst voting record in Senate","Senator Marco ""amnesty"" Rubio, who has worst voting record in Senate, just hit me on national security-but I said don't go into Iraq. VISION","https://twitter.com/realDonaldTrump/status/646500785371652096","1","2015-09-23T01:46:13+0000"
"marco-rubio","just another all talk, no action, politician","Just watched @marcorubio on television. Just another all talk, no action, politician. Truly doesn't have a clue! Worst voting record in Sen.","https://twitter.com/realDonaldTrump/status/647250131365036033","1","2015-09-25T03:23:51+0000"
"marco-rubio","truly doesn't have a clue!","Just watched @marcorubio on television. Just another all talk, no action, politician. Truly doesn't have a clue! Worst voting record in Sen.","https://twitter.com/realDonaldTrump/status/647250131365036033","1","2015-09-25T03:23:51+0000"
"marco-rubio","worst voting record in Sen.","Just watched @marcorubio on television. Just another all talk, no action, politician. Truly doesn't have a clue! Worst voting record in Sen.","https://twitter.com/realDonaldTrump/status/647250131365036033","1","2015-09-25T03:23:51+0000"
"marco-rubio","weak on illegal immigration",".@MarcoRubio is weak on illegal immigration and will allow anyone into the country.....","https://twitter.com/realDonaldTrump/status/647490499423674368","1","2015-09-25T19:18:59+0000"
"marco-rubio","will allow anyone into the country",".@MarcoRubio is weak on illegal immigration and will allow anyone into the country.....","https://twitter.com/realDonaldTrump/status/647490499423674368","1","2015-09-25T19:18:59+0000"
"marco-rubio","rarely there to vote on a bill",".....Has worst attendance record in Senate- rarely there to vote on a bill! @marcorubio","https://twitter.com/realDonaldTrump/status/647490626406191104","1","2015-09-25T19:19:29+0000"
"marco-rubio","worst attendance record in Senate",".....Has worst attendance record in Senate- rarely there to vote on a bill! @marcorubio","https://twitter.com/realDonaldTrump/status/647490626406191104","1","2015-09-25T19:19:29+0000"
"marco-rubio","VERY weak on immigration","Lightweight Senator Marco Rubio is VERY weak on immigration, knows nothing about finance and would be incapable of making great trade deals!","https://twitter.com/realDonaldTrump/status/647758419978534912","1","2015-09-26T13:03:36+0000"
"marco-rubio","knows nothing about finance","Lightweight Senator Marco Rubio is VERY weak on immigration, knows nothing about finance and would be incapable of making great trade deals!","https://twitter.com/realDonaldTrump/status/647758419978534912","1","2015-09-26T13:03:36+0000"
"marco-rubio","incapable of making great trade deals","Lightweight Senator Marco Rubio is VERY weak on immigration, knows nothing about finance and would be incapable of making great trade deals!","https://twitter.com/realDonaldTrump/status/647758419978534912","1","2015-09-26T13:03:36+0000"
"marco-rubio","lightweight","Lightweight Senator Marco Rubio is VERY weak on immigration, knows nothing about finance and would be incapable of making great trade deals!","https://twitter.com/realDonaldTrump/status/647758419978534912","1","2015-09-26T13:03:36+0000"
"marco-rubio","very weak on stopping illegal immigration","Marco Rubio is a member of the Gang Of Eight or, very weak on stopping illegal immigration. Only changed when poll numbers crashed.","https://twitter.com/realDonaldTrump/status/647760665277530112","1","2015-09-26T13:12:32+0000"
"marco-rubio","all talk and no action","I watched lightweight Senator Marco Rubio, who is all talk and no action, defend his WEAK position on illegal immigration. Pathetic!","https://twitter.com/realDonaldTrump/status/649182959367548928","1","2015-09-30T11:24:13+0000"
"marco-rubio","worst voting record in Senate","Rubio is totally owned by the lobbyists and special interests. A lightweight senator with the worst voting record in Senate. Lazy!","https://twitter.com/realDonaldTrump/status/649197084596432897","1","2015-09-30T12:20:21+0000"
"marco-rubio","lazy","Rubio is totally owned by the lobbyists and special interests. A lightweight senator with the worst voting record in Senate. Lazy!","https://twitter.com/realDonaldTrump/status/649197084596432897","1","2015-09-30T12:20:21+0000"
"marco-rubio","never made ten cents","Anyone reading this profile of Marco Rubio would never vote for him. Never made ten cents &amp; is totally controlled!
 http://t.co/KA0LvfFJfM","https://twitter.com/realDonaldTrump/status/649237053121687552","1","2015-09-30T14:59:10+0000"
"marco-rubio","totally controlled","Anyone reading this profile of Marco Rubio would never vote for him. Never made ten cents &amp; is totally controlled!
 http://t.co/KA0LvfFJfM","https://twitter.com/realDonaldTrump/status/649237053121687552","1","2015-09-30T14:59:10+0000"
"marco-rubio","very disloyal","Rubio was very disloyal to Bush, his mentor, when he decided to run against him. Both said they ""love"" each other.They don't - word is hate!","https://twitter.com/realDonaldTrump/status/650269472058679296","1","2015-10-03T11:21:38+0000"
"marco-rubio","perfect little puppet","Sheldon Adelson is looking to give big dollars to Rubio because he feels he can mold him into his perfect little puppet. I agree!","https://twitter.com/realDonaldTrump/status/653884577300267008","1","2015-10-13T10:46:46+0000"
"marco-rubio","very disloyal to Jeb","I told you in speeches months ago that Jeb and Marco do not like each other. Marco is too ambitious and very disloyal to Jeb as his mentor!","https://twitter.com/realDonaldTrump/status/660816598333333504","1","2015-11-01T13:52:09+0000"
"marco-rubio","lightweight","Marco Rubio will not win. Weak on illegal immigration, strong on amnesty and has the appearance to killers of the world as a ""lightweight"".","https://twitter.com/realDonaldTrump/status/660818201765392384","1","2015-11-01T13:58:31+0000"
"marco-rubio","cannot be President","Marco Rubio would keep Barack Obama’s executive order on amnesty intact. See article. Cannot be President. 
  
  https://t.co/JW5f8OouyA","https://twitter.com/realDonaldTrump/status/661570281060835328","1","2015-11-03T15:47:01+0000"
"marco-rubio","a highly overrated politician","Marco Rubio is a total lightweight who I wouldn’t hire to run one of my smaller companies - a highly overrated politician!","https://twitter.com/realDonaldTrump/status/663922928766091264","1","2015-11-10T03:35:35+0000"
"marco-rubio","couldn't even respond properly to President Obama's State of the Union Speech without pouring sweat & chugging water","Marco Rubio couldn't even respond properly to President Obama's State of the Union Speech without pouring sweat &amp; chugging water. He choked!","https://twitter.com/realDonaldTrump/status/663923439120596993","1","2015-11-10T03:37:37+0000"
"marco-rubio","a lightweight choker","Marco Rubio is totally weak on illegal immigration &amp; in favor of easy amnesty. A lightweight choker - bad for #USA!","https://twitter.com/realDonaldTrump/status/663923846949548032","1","2015-11-10T03:39:14+0000"
"marco-rubio","very weak on illegal immigration","Remember that Marco Rubio is very weak on illegal immigration. South Carolina needs strength as illegals and Syrians pour in. Don't allow it","https://twitter.com/realDonaldTrump/status/701089616825159680","1","2016-02-20T17:02:44+0000"
"marco-rubio","lightweight choker","Lying Ted Cruz and lightweight choker Marco Rubio teamed up last night in a last ditch effort to stop our great movement. They failed!","http://twitter.com/realDonaldTrump/status/703251956198875138","1","2016-02-26T16:15:06"
"marco-rubio","Lying","Lying Ted Cruz and lightweight choker Marco Rubio teamed up last night in a last ditch effort to stop our great movement. They failed!","https://twitter.com/realDonaldTrump/status/703251956198875138","1","2016-02-26T16:15:06+0000"
"marco-rubio","looks like a little boy on stage","Lightweight choker Marco Rubio looks like a little boy on stage. Not presidential material!","http://twitter.com/realDonaldTrump/status/703252241487036417","1","2016-02-26T16:16:14"
"marco-rubio","not presidential material!","Lightweight choker Marco Rubio looks like a little boy on stage. Not presidential material!","http://twitter.com/realDonaldTrump/status/703252241487036417","1","2016-02-26T16:16:14"
"marco-rubio","Lightweight choker","Lightweight choker Marco Rubio looks like a little boy on stage. Not presidential material!","https://twitter.com/realDonaldTrump/status/703252241487036417","1","2016-02-26T16:16:14+0000"
"marco-rubio","looks like a little boy on stage","Lightweight choker Marco Rubio looks like a little boy on stage. Not presidential material!","https://twitter.com/realDonaldTrump/status/703252241487036417","1","2016-02-26T16:16:14+0000"
"marco-rubio","not presidential material","Lightweight choker Marco Rubio looks like a little boy on stage. Not presidential material!","https://twitter.com/realDonaldTrump/status/703252241487036417","1","2016-02-26T16:16:14+0000"
"marco-rubio","lightweight","Lightweight Marco Rubio was working hard last night. The problem is, he is a choker, and once a choker, always a choker! Mr. Meltdown.","http://twitter.com/realDonaldTrump/status/703257866820415488","1","2016-02-26T16:38:36"
"marco-rubio","once a choker, always a choker!","Lightweight Marco Rubio was working hard last night. The problem is, he is a choker, and once a choker, always a choker! Mr. Meltdown.","http://twitter.com/realDonaldTrump/status/703257866820415488","1","2016-02-26T16:38:36"
"marco-rubio","Mr. Meltdown","Lightweight Marco Rubio was working hard last night. The problem is, he is a choker, and once a choker, always a choker! Mr. Meltdown.","http://twitter.com/realDonaldTrump/status/703257866820415488","1","2016-02-26T16:38:36"
"marco-rubio","he is a choker, and once a choker, always a choker!","Lightweight Marco Rubio was working hard last night. The problem is, he is a choker, and once a choker, always a choker! Mr. Meltdown.","https://twitter.com/realDonaldTrump/status/703257866820415488","1","2016-02-26T16:38:36+0000"
"marco-rubio","Mr. Meltdown","Lightweight Marco Rubio was working hard last night. The problem is, he is a choker, and once a choker, always a choker! Mr. Meltdown.","https://twitter.com/realDonaldTrump/status/703257866820415488","1","2016-02-26T16:38:36+0000"
"marco-rubio","Lightweight","Lightweight Marco Rubio was working hard last night. The problem is, he is a choker, and once a choker, always a choker! Mr. Meltdown.","https://twitter.com/realDonaldTrump/status/703257866820415488","1","2016-02-26T16:38:36+0000"
"marco-rubio","Doesn't even show up for votes!","They don't like Rubio in Florida- he left them high &amp; dry. Doesn't even show up for votes!","https://twitter.com/realDonaldTrump/status/703321647701307392","1","2016-02-26T20:52:02+0000"
"marco-rubio","lightweight","I will be on @foxandfriends at 8:30 A.M. Will be talking about lightweight Marco Rubio and lying Ted Cruz!","https://twitter.com/realDonaldTrump/status/703567344212160512","1","2016-02-27T13:08:21+0000"
"marco-rubio","lightweight","I am self-funding my campaign and am therefore not controlled by the lobbyists and special interests like lightweight Rubio or Ted Cruz!","https://twitter.com/realDonaldTrump/status/703601762876305409","1","2016-02-27T15:25:07+0000"
"marco-rubio","lightweight","I only wish my wonderful father, Fred, gave me $200 million to start my business like lightweight Rubio says. He didn't - total fabrication!","https://twitter.com/realDonaldTrump/status/703611696233852929","1","2016-02-27T16:04:35+0000"
"marco-rubio","not as smart as Cruz, and may be an even bigger liar","Just watched lightweight Marco Rubio lying to a small crowd about my past record. He is not as smart as Cruz, and may be an even bigger liar","https://twitter.com/realDonaldTrump/status/703691273455034369","1","2016-02-27T21:20:48+0000"
"marco-rubio","lightweight","Just watched lightweight Marco Rubio lying to a small crowd about my past record. He is not as smart as Cruz, and may be an even bigger liar","https://twitter.com/realDonaldTrump/status/703691273455034369","1","2016-02-27T21:20:48+0000"
"marco-rubio","little","While I hear the Koch brothers are in big financial trouble (oil), word is they have chosen little Marco Rubio, the lightweight from Florida","https://twitter.com/realDonaldTrump/status/703904675289042945","1","2016-02-28T11:28:47+0000"
"marco-rubio","the lightweight from Florida","While I hear the Koch brothers are in big financial trouble (oil), word is they have chosen little Marco Rubio, the lightweight from Florida","https://twitter.com/realDonaldTrump/status/703904675289042945","1","2016-02-28T11:28:47+0000"
"marco-rubio","lightweight Senator","The Republican Establishment has been pushing for lightweight Senator Marco Rubio to say anything to ""hit"" Trump.I signed the pledge-careful","https://twitter.com/realDonaldTrump/status/703915198864887810","1","2016-02-28T12:10:36+0000"
"marco-rubio","Little","Little Marco Rubio, the lightweight no show Senator from Florida, is set to be the ""puppet"" of the special interest Koch brothers. WATCH!","https://twitter.com/realDonaldTrump/status/703974892237135873","1","2016-02-28T16:07:48+0000"
"marco-rubio","the lightweight no show Senator from Florida","Little Marco Rubio, the lightweight no show Senator from Florida, is set to be the ""puppet"" of the special interest Koch brothers. WATCH!","https://twitter.com/realDonaldTrump/status/703974892237135873","1","2016-02-28T16:07:48+0000"
"marco-rubio","set to be the 'puppet' of the special interest Koch brothers","Little Marco Rubio, the lightweight no show Senator from Florida, is set to be the ""puppet"" of the special interest Koch brothers. WATCH!","https://twitter.com/realDonaldTrump/status/703974892237135873","1","2016-02-28T16:07:48+0000"
"marco-rubio","Little","Little Marco Rubio, the lightweight no show Senator from Florida is just another Washington politician. https://t.co/NsLrHrqjdx","https://twitter.com/realDonaldTrump/status/704000708236996608","1","2016-02-28T17:50:23+0000"
"marco-rubio","the lightweight no show Senator from Florida, just another Wshington politician","Little Marco Rubio, the lightweight no show Senator from Florida is just another Washington politician. https://t.co/NsLrHrqjdx","https://twitter.com/realDonaldTrump/status/704000708236996608","1","2016-02-28T17:50:23+0000"
"marco-rubio","Little","Lightweight Senator Marco Rubio is polling very poorly in Florida. The people can't stand him for missing so many votes - poor work ethic!","https://twitter.com/realDonaldTrump/status/704001490759725058","1","2016-02-28T17:53:29+0000"
"marco-rubio","poor work ethic!","Lightweight Senator Marco Rubio is polling very poorly in Florida. The people can't stand him for missing so many votes - poor work ethic!","https://twitter.com/realDonaldTrump/status/704001490759725058","1","2016-02-28T17:53:29+0000"
"marco-rubio","just another Washington D.C. politician","Little Marco Rubio is just another Washington D.C. politician that is all talk and no action. #RobotRubio https://t.co/HJWJeoZn4o","https://twitter.com/realDonaldTrump/status/704014599708876800","1","2016-02-28T18:45:35+0000"
"marco-rubio","all talk and no action","Little Marco Rubio is just another Washington D.C. politician that is all talk and no action. #RobotRubio https://t.co/HJWJeoZn4o","https://twitter.com/realDonaldTrump/status/704014599708876800","1","2016-02-28T18:45:35+0000"
"marco-rubio","gave amnesty to criminal aliens guilty of 'sex offenses.' DISGRACE!","Little Marco Rubio gave amnesty to criminal aliens guilty of ""sex offenses."" DISGRACE! https://t.co/mZwpynzsLb","https://twitter.com/realDonaldTrump/status/704019808363352069","1","2016-02-28T19:06:17+0000"
"marco-rubio","treated America's ICE officers 'like absolute trash' in order to pass Obama's amnesty","Little Marco Rubio treated America's ICE officers ""like absolute trash"" in order to pass Obama's amnesty. https://t.co/gm2wurLjFz","https://twitter.com/realDonaldTrump/status/704023054813433856","1","2016-02-28T19:19:11+0000"
"marco-rubio","Phony","Phony Rubio commercial. I could have settled, but won't out of principle! See student surveys. https://t.co/KKHiBH554d","https://twitter.com/realDonaldTrump/status/704440884029493248","1","2016-02-29T22:59:29+0000"
"marco-rubio","lightweight","Why would anyone in Florida vote for lightweight Senator Marco Rubio. Check out his credit card scam, his house sale &amp; his no show voting!","https://twitter.com/realDonaldTrump/status/705093158191951872","1","2016-03-02T18:11:23+0000"
"marco-rubio","Interesting how my numbers have gone so far up since lightweight Marco Rubio has turned nasty. Love it!",".@CNN poll just hit 49% for Trump. Interesting how my numbers have gone so far up since lightweight Marco Rubio has turned nasty. Love it!","https://twitter.com/realDonaldTrump/status/705170546003218432","1","2016-03-02T23:18:54+0000"
"marco-rubio","never even shows up to vote","Why would the great people of Florida vote for a guy who, as a Senator, never even shows up to vote - worst record. Marco Rubio is a joke!","https://twitter.com/realDonaldTrump/status/705357122859614209","1","2016-03-03T11:40:17+0000"
"marco-rubio","worst record","Why would the great people of Florida vote for a guy who, as a Senator, never even shows up to vote - worst record. Marco Rubio is a joke!","https://twitter.com/realDonaldTrump/status/705357122859614209","1","2016-03-03T11:40:17+0000"
"marco-rubio","a joke!","Why would the great people of Florida vote for a guy who, as a Senator, never even shows up to vote - worst record. Marco Rubio is a joke!","https://twitter.com/realDonaldTrump/status/705357122859614209","1","2016-03-03T11:40:17+0000"
"marco-rubio","Rubio puts out ad that my pilot was a drug dealer- not true, not my pilot!","Rubio puts out ad that my pilot was a drug dealer- not true, not my pilot! Guy owned helicopter company- don't think I ever even used.","http://twitter.com/realDonaldTrump/status/705565746676551680","1","2016-03-04T01:29:17"
"marco-rubio","failed presidential candidate","I am watching two clown announcers on @FoxNews as they try to build up failed presidential candidate #LittleMarco. Fox News is in the bag!","https://twitter.com/realDonaldTrump/status/706179933480099840","1","2016-03-05T18:09:50+0000"
"marco-rubio","lightweight",".@FoxNews is devastated that lightweight Senator Marco Rubio got trounced tonight and is the big loser. I won the two big states, great!","https://twitter.com/realDonaldTrump/status/706353772751163392","1","2016-03-06T05:40:37+0000"
"marco-rubio","big loser",".@FoxNews is devastated that lightweight Senator Marco Rubio got trounced tonight and is the big loser. I won the two big states, great!","https://twitter.com/realDonaldTrump/status/706353772751163392","1","2016-03-06T05:40:37+0000"
"marco-rubio","fraud lightweight","Fraud lightweight Marco made a TV ad on TrumpU featuring 2 people who signed these letters: https://t.co/tSpFBn6Rux
 https://t.co/KFmotmqfnN","https://twitter.com/realDonaldTrump/status/706532975782006784","1","2016-03-06T17:32:42+0000"
"marco-rubio","dishonest lightweight","I will be using Facebook and Twitter to expose dishonest lightweight Senator Marco Rubio. A record no-show in Senate, he is scamming Florida","https://twitter.com/realDonaldTrump/status/706829345143316480","1","2016-03-07T13:10:22+0000"
"marco-rubio","he is scamming Florida","I will be using Facebook and Twitter to expose dishonest lightweight Senator Marco Rubio. A record no-show in Senate, he is scamming Florida","https://twitter.com/realDonaldTrump/status/706829345143316480","1","2016-03-07T13:10:22+0000"
"marco-rubio","lightweight","Don't believe the millions of dollars of phony television ads by lightweight Rubio and the R establishment. Dishonest people!","https://twitter.com/realDonaldTrump/status/706884676263276544","1","2016-03-07T16:50:14+0000"
"marco-rubio","Dishonest","Don't believe the millions of dollars of phony television ads by lightweight Rubio and the R establishment. Dishonest people!","https://twitter.com/realDonaldTrump/status/706884676263276544","1","2016-03-07T16:50:14+0000"
"marco-rubio","Lightweight","Lightweight Senator Marco Rubio features Trump Univ. students in FL. attack ads- who submitted ""excellent"" reviews. https://t.co/JGTD590pKE","https://twitter.com/realDonaldTrump/status/706971409818492929","1","2016-03-07T22:34:53+0000"
"marco-rubio","worst voting record in the U.S. Senate in many years","Rubio is weak on illegal immigration, with the worst voting record in the U.S. Senate in many years. He will never MAKE AMERICA GREAT AGAIN!","https://twitter.com/realDonaldTrump/status/709595310939643905","1","2016-03-15T04:21:20+0000"
"marco-rubio","will never MAKE AMERICA GREAT AGAIN!","Rubio is weak on illegal immigration, with the worst voting record in the U.S. Senate in many years. He will never MAKE AMERICA GREAT AGAIN!","https://twitter.com/realDonaldTrump/status/709595310939643905","1","2016-03-15T04:21:20+0000"
"marco-rubio","bought and paid for by lobbyists!","Please remember, I am the ONLY candidate who is self-funding his campaign. Kasich, Rubio and Cruz are all bought and paid for by lobbyists!","https://twitter.com/realDonaldTrump/status/709690378778230785","1","2016-03-15T10:39:06+0000"
"george-will","wrong on so many subjects","Why does @FoxNews keep George Will as a talking head? Wrong on so many subjects!","https://twitter.com/realDonaldTrump/status/633340814379347968","1","2015-08-17T18:13:11+0000"
"george-will","wrong almost all of the time","Broken down political pundit @GeorgeWill, who is wrong almost all of the time, should be thrown off @FoxNews. Boring and totally biased.","http://twitter.com/realDonaldTrump/status/667347920560238592","1","2015-11-19T14:25:17+00:00"
"george-will","broken down","Broken down political pundit @GeorgeWill, who is wrong almost all of the time, should be thrown off @FoxNews. Boring and totally biased.","http://twitter.com/realDonaldTrump/status/667347920560238592","1","2015-11-19T14:25:17+00:00"
"george-will","boring and totally biased","Broken down political pundit @GeorgeWill, who is wrong almost all of the time, should be thrown off @FoxNews. Boring and totally biased.","http://twitter.com/realDonaldTrump/status/667347920560238592","1","2015-11-19T14:25:17+00:00"
"george-will","should be thrown off Fox News","Broken down political pundit @GeorgeWill, who is wrong almost all of the time, should be thrown off @FoxNews. Boring and totally biased.","http://twitter.com/realDonaldTrump/status/667347920560238592","1","2015-11-19T14:25:17+00:00"
"george-will","broken down political pundit","Broken down political pundit @GeorgeWill, who is wrong almost all of the time, should be thrown off @FoxNews. Boring and totally biased!","https://twitter.com/realDonaldTrump/status/667366217527767040","1","2015-11-19T15:37:59+0000"
"george-will","dopey","Dopey @GeorgeWill, a big proponent of the Iraq War and other catastrophes, doesn’t like me very much. That means I win!","https://twitter.com/realDonaldTrump/status/667366321999495168","1","2015-11-19T15:38:24+0000"
"george-will","BORING","I skipped a speech given years ago at Mar-a-Lago by dopey @GeorgeWill because he’s BORING—he never forgot!","https://twitter.com/realDonaldTrump/status/667369690226958336","1","2015-11-19T15:51:47+0000"
"illegal-immigration","crime and killing machine","We must stop the crime and killing machine that is illegal immigration. Rampant problems will only get worse. Take back our country!","https://twitter.com/realDonaldTrump/status/630906211790102528","1","2015-08-11T00:58:57+0000"
"rand-paul","truly weird","Truly weird Senator Rand Paul of Kentucky reminds me of a spoiled brat without a properly functioning brain. He was terrible at DEBATE!","https://twitter.com/realDonaldTrump/status/630901938608017413","1","2015-08-11T00:41:58+0000"
"rand-paul","reminds me of a spoiled brat without a properly functioning brain","Truly weird Senator Rand Paul of Kentucky reminds me of a spoiled brat without a properly functioning brain. He was terrible at DEBATE!","https://twitter.com/realDonaldTrump/status/630901938608017413","1","2015-08-11T00:41:58+0000"
"rand-paul","Why is @RandPaul allowed to take advantage of the people of Kentucky","Why is @RandPaul allowed to take advantage of the people of Kentucky by running for Senator and Pres. Why should Kentucky be back up plan?","https://twitter.com/realDonaldTrump/status/630907466008653824","1","2015-08-11T01:03:56+0000"
"rand-paul","lowly","Wow, even lowly Rand Paul has just past @JebBush in the new @CNN Poll. Jeb is at 3%, I'm at 39%. Stop throwing your money down the drain!","https://twitter.com/realDonaldTrump/status/680151064188948480","1","2015-12-24T22:20:24+0000"
"rand-paul","failed presidential candidate","Why would anyone in Kentucky listen to failed presidential candidate Rand Paul re: caucus. Made a fool of himself (1%.)
 KY his 2nd choice!","https://twitter.com/realDonaldTrump/status/706149793697902592","1","2016-03-05T16:10:05+0000"
"rand-paul","made a fool of himself","Why would anyone in Kentucky listen to failed presidential candidate Rand Paul re: caucus. Made a fool of himself (1%.)
 KY his 2nd choice!","https://twitter.com/realDonaldTrump/status/706149793697902592","1","2016-03-05T16:10:05+0000"
"carly-fiorina","if you listen to Carly Fiorina for more than ten minutes straight, you develop a massive headache","I just realized that if you listen to Carly Fiorina for more than ten minutes straight, you develop a massive headache. She has zero chance!","https://twitter.com/realDonaldTrump/status/630455091091374080","1","2015-08-09T19:06:21+0000"
"carly-fiorina","has zero chance","I just realized that if you listen to Carly Fiorina for more than ten minutes straight, you develop a massive headache. She has zero chance!","https://twitter.com/realDonaldTrump/status/630455091091374080","1","2015-08-09T19:06:21+0000"
"carly-fiorina","failing campaign",".@CarlyFiorina had to inject herself into my factual statements concerning Ben Carson in order to breathe life into her failing campaign!","https://twitter.com/realDonaldTrump/status/665271882774650880","1","2015-11-13T20:55:51+0000"
"carly-fiorina","campaign is dead",".@seanhannity Carly, whose campaign is dead, is making false statements about me in order to salvage hope! Sad.","https://twitter.com/realDonaldTrump/status/665273935508938753","1","2015-11-13T21:04:01+0000"
"carly-fiorina","a running mate who was unable to catch on in her own failed campaign","Lyin' Ted Cruz, who can never beat Hilary Clinton, has chosen a running mate who was unable to catch on in her own failed campaign. No path!","http://twitter.com/realDonaldTrump/status/725647068459454464","1","2016-04-28T11:25:17"
"carly-fiorina","a V.P.candidate who failed badly","Lyin' Ted Cruz, who can never beat Hillary Clinton and has NO path to victory, has chosen a V.P.candidate who failed badly in her own effort","https://twitter.com/realDonaldTrump/status/725648706385633280","1","2016-04-28T11:31:48+0000"
"politically-correct-fools","stop wasting time and energy on nonsense","So many ""politically correct"" fools in our country. We have to all get back to work and stop wasting time and energy on nonsense!","https://twitter.com/realDonaldTrump/status/629992743788523520","1","2015-08-08T12:29:09+0000"
"fox-news","should be ashamed of yourself",".@FoxNews you should be ashamed of yourself. I got you the highest debate ratings in your history &amp; you say nothing but bad...","https://twitter.com/realDonaldTrump/status/629752659587788800","1","2015-08-07T20:35:08+0000"
"fox-news","only Fox News is consistantly fighting the Trump win","Almost universal support that ""Trump won the debate."" Only @FoxNews is consistantly fighting the Trump win, and I got them the ratings!","https://twitter.com/realDonaldTrump/status/630116339852673024","1","2015-08-08T20:40:17+0000"
"fox-news","other networks seem to treat me so much better than Fox News","It amazes me that other networks seem to treat me so much better than @FoxNews. I brought them the biggest ratings in history, &amp; I get zip!","https://twitter.com/realDonaldTrump/status/630464204676460544","1","2015-08-09T19:42:34+0000"
"fox-news","has been treating me very unfairly",".@FoxNews has been treating me very unfairly &amp; I have therefore decided that I won't be doing any more Fox shows for the foreseeable future.","https://twitter.com/realDonaldTrump/status/646716373473853442","1","2015-09-23T16:02:53+0000"
"fox-news","why doesn't @FoxNews quote the new Iowa @CNN Poll where I have a 33% to 20% lead over Ted Cruz and all others","Why doesn't @FoxNews quote the new Iowa @CNN Poll where I have a 33% to 20% lead over Ted Cruz and all others. Think about it!","https://twitter.com/realDonaldTrump/status/676279366184247298","1","2015-12-14T05:55:40+0000"
"fox-news","treats me so badly",".@FoxNews treats me so badly. Using old Quinnipiac Poll where I have a much smaller lead than the just out @CNN Poll. All negative!","https://twitter.com/realDonaldTrump/status/679690180937314305","1","2015-12-23T15:49:01+0000"
"fox-news","pathetic","Pathetic attempt by @foxnews to try and build up ratings for the #GOPDebate. Without me they'd have no ratings! http://www.mediaite.com/online/fox-news-responds-to-trumps-latest-twitter-poll-with-first-rate-trolling/ …","https://twitter.com/realDonaldTrump/status/692115662899167236","1","2016-01-26T22:43:00"
"fox-news","without me they'd have no ratings!","Pathetic attempt by @foxnews to try and build up ratings for the #GOPDebate. Without me they'd have no ratings! http://www.mediaite.com/online/fox-news-responds-to-trumps-latest-twitter-poll-with-first-rate-trolling/ …","https://twitter.com/realDonaldTrump/status/692115662899167236","1","2016-01-26T22:43:00"
"fox-news","The statement put out yesterday by @FoxNews was a disgrace to good broadcasting and journalism","The statement put out yesterday by @FoxNews was a disgrace to good broadcasting and journalism. Who would ever say something so nasty & dumb","https://twitter.com/realDonaldTrump/status/692331943132794882","1","2016-01-27T13:05:00"
"fox-news","the only network that does not even mention my very successful event last night",".@FoxNews is the only network that does not even mention my very successful event last night. $6,000,000 raised in one hour for our VETS.","https://twitter.com/realDonaldTrump/status/693245205617758208","1","2016-01-30T01:31:51+0000"
"fox-news","only puts negative people on","Even though every poll, Time, Drudge etc., has me winning the debate by a lot, @FoxNews only puts negative people on. Biased - a total joke!","https://twitter.com/realDonaldTrump/status/698853277706784772","1","2016-02-14T12:56:20+0000"
